だじゃれのつもり？,normal
気持ちが落ち着くのです,normal
ちがうのね,normal
よかった,normal
何が？,normal
色々と,normal
たとえば？,normal
透明度が良いらしい,normal
最近は東京あたりの海もきれいになってきたみたいですね,normal
わあ！いいですね！,normal
潮干狩りとかはどうですか？,normal
潮干狩りは楽しいですね,normal
おはよう！声かけてくれるのを待ってたんだ。,normal
待たせてごめんね。,normal
夕食は食べましたか？,normal
野菜ジュースだけです。,normal
野菜ジュースは果物が入ってるのですか？,normal
たくさん入っています。,normal
野菜ジュースに入りますか？,normal
そうですね,normal
そうですね,normal
だから今日はお肉が食べたいです。,normal
野菜ジュースは果汁が入りますよねー,normal
果汁だけじゃ物足りなくて。,normal
砂糖を加えますよねー,normal
砂糖が多めのやつもありますね。,normal
砂糖はたっぷりですね,normal
ダイエットの意味ないですね。,normal
ダイエットは体重が減るんですよねぇ,normal
そりゃそうだ。,normal
まじか,normal
減らないと意味ないからね。,normal
ダイエットがおすすめですけどねぇ,normal
こんにちは。ちょうど退屈してたんだ。,normal
タバコは好きですか,normal
タバコは欲しいですね,normal
最近値段が高いですけれど,normal
タバコが好きですね,normal
お酒は好きですか,normal
お酒はビールが好きですね,normal
生ビールですか？瓶ビールですか？,normal
風呂上がりに飲んでるんです,normal
毎日飲むんですか？,normal
生ビールは外で飲んだりとかです,normal
他のお酒はどうですか,normal
一人で飲んだりとかです,normal
ワインは好きですか,normal
昼からワインを飲みます,normal
赤ワインが好きですか？白ワインが好きですか？,normal
白ワインは飲みやすいのが好きですね,normal
魚料理と合いますよね,normal
白ワインは大好きですね,normal
魚は好きですか,normal
魚は可愛いですね,normal
こんにちは。気軽に声かけてね。,normal
こんにちはー。,normal
はい,normal
今日は天気が良いですね。,normal
天気は爽やかなんですよねー,normal
快晴だと気持ちいいですよね。,normal
気分が清々しいですね,normal
そうですね。暑さが厳しいですが,normal
気分は爽やかですね,normal
気分はとても良いです。,normal
気分は清々しいですね,normal
夏バテしていませんか？,normal
夏バテで疲れます,normal
夏バテにはしっかり栄養をとることが必要です。,normal
栄養は体に与えます,normal
栄養が偏らないような食事を心がけたいです。,normal
栄養はおかしいですね,normal
それから睡眠をとることも大切ですね。,normal
睡眠はいいですね,normal
一日7時間の睡眠時間がよいそうです。,normal
睡眠は7時間くらいがいいですね,normal
こんばんはー。ちょうど退屈してたんだ。,normal
こんばんは、こちらもです,normal
退屈になりがちか,normal
はい,normal
おう,normal
退屈な時は何をしますか,normal
退屈で疲れるのです,normal
なぜ疲れるのですか,normal
退屈になりがちです,normal
好きな食べ物はなんですか,normal
退屈で眠いです,normal
サッカーは好きですか,normal
興味があるわけではないですね,normal
なぜですか,normal
なんとなく笑,normal
好きなスポーツはありますか,normal
スポーツは楽しいですね,normal
そうですね,normal
ですよね,normal
私もスポーツが好きです,normal
生観戦がいいですね,normal
こんばんは！声かけてくれるのを待ってたんだ。,normal
疲れたので，来ました．,normal
宇宙人はいると思いますか？,normal
いないと思います．,normal
最近気になるニュースなどはありますか？,normal
エボラが気になりますね．,normal
